,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population_x,Row ID,ZIP Code Location,Date,DosesDaily,DosesDailyCumulative,DoseDailtFirst,DoseDailyFirstCumulative,DoseDialyPopPercent,VacSDaily,VacSCumulative,VacSPopPercent,Population_y,ZipCoords,Row_ID,Current Population:,2010 Population:,Households per ZIP Code:,Average House Value:,Avg. Income Per Household:,Persons Per Household:,White Proportion,White Population:,Black Proportion,Black Population:,Hispanic Proportion,Hispanic Population:,Asian Population:,American Indian Population:,Hawaiian Population:,Other Population:,Male Population:,Female Population:,Median Age:,Male Median Age:,Female Median Age:
60601,31,07/26/2020,08/01/2020,9.0,116.0,61.0,790.5,235.0,2115,1601,14412.3,0.0,0.1,0,5,0.0,34.1,14675,60601-2020-31,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,50,12/06/2020,12/12/2020,25.0,626.0,170.0,4265.8,648.0,12982,4416,88463.4,0.0,0.1,0,9,0.0,61.3,14675,60601-2020-50,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,18,04/26/2020,05/02/2020,13.0,56.0,89.0,381.6,70.0,268,477,1826.2,0.2,0.2,1,3,6.8,20.4,14675,60601-2020-18,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,14,03/29/2020,04/04/2020,5.0,28.0,34.0,190.8,21.0,94,143,640.5,0.2,0.2,0,0,0.0,0.0,14675,60601-2020-14,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,2,01/10/2021,01/16/2021,25.0,808.0,170.0,5506.0,605.0,16307,4123,111121.0,0.0,0.1,0,11,0.0,75.0,14675,60601-2021-2,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,19,05/03/2020,05/09/2020,7.0,63.0,48.0,429.3,76.0,344,518,2344.1,0.1,0.1,1,4,6.8,27.3,14675,60601-2020-19,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,40,09/27/2020,10/03/2020,4.0,213.0,27.0,1451.4,393.0,6436,2678,43856.9,0.0,0.0,0,6,0.0,40.9,14675,60601-2020-40,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,46,11/08/2020,11/14/2020,78.0,458.0,532.0,3121.0,736.0,10086,5015,68729.1,0.1,0.0,1,8,6.8,54.5,14675,60601-2020-46,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,23,05/31/2020,06/06/2020,1.0,71.0,7.0,483.8,75.0,676,511,4606.5,0.0,0.1,1,5,6.8,34.1,14675,60601-2020-23,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,51,12/13/2020,12/19/2020,55.0,681.0,375.0,4640.5,852.0,13834,5806,94269.2,0.1,0.1,1,10,6.8,68.1,14675,60601-2020-51,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,36,08/30/2020,09/05/2020,14.0,161.0,95.0,1097.1,488.0,3898,3325,26562.2,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-36,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,22,05/24/2020,05/30/2020,2.0,70.0,14.0,477.0,86.0,601,586,4095.4,0.0,0.1,0,4,0.0,27.3,14675,60601-2020-22,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,47,11/15/2020,11/21/2020,51.0,509.0,348.0,3468.5,986.0,11072,6719,75448.0,0.1,0.0,0,8,0.0,54.5,14675,60601-2020-47,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,32,08/02/2020,08/08/2020,4.0,120.0,27.0,817.7,228.0,2343,1554,15965.9,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-32,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,1,01/03/2021,01/09/2021,43.0,783.0,293.0,5335.6,759.0,15702,5172,106998.3,0.0,0.1,1,11,6.8,75.0,14675,60601-2021-1,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,27,06/28/2020,07/04/2020,3.0,89.0,20.0,606.5,162.0,1236,1104,8422.5,0.0,0.1,0,5,0.0,34.1,14675,60601-2020-27,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,15,04/05/2020,04/11/2020,5.0,33.0,34.0,224.9,38.0,132,259,899.5,0.1,0.2,0,0,0.0,0.0,14675,60601-2020-15,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,39,09/20/2020,09/26/2020,8.0,209.0,54.0,1424.2,390.0,6043,2658,41178.9,0.0,0.0,1,6,6.8,40.9,14675,60601-2020-39,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,35,08/23/2020,08/29/2020,13.0,147.0,89.0,1001.7,421.0,3410,2869,23236.8,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-35,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,26,06/21/2020,06/27/2020,4.0,86.0,27.0,586.0,175.0,1074,1192,7318.6,0.0,0.1,0,5,0.0,34.1,14675,60601-2020-26,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,21,05/17/2020,05/23/2020,2.0,68.0,14.0,463.4,88.0,515,600,3509.4,0.0,0.1,0,4,0.0,27.3,14675,60601-2020-21,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,33,08/09/2020,08/15/2020,7.0,127.0,48.0,865.4,300.0,2643,2044,18010.2,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-33,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,16,04/12/2020,04/18/2020,3.0,36.0,20.0,245.3,31.0,163,211,1110.7,0.1,0.1,1,1,6.8,6.8,14675,60601-2020-16,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,48,11/22/2020,11/28/2020,47.0,556.0,320.0,3788.8,568.0,11640,3870,79318.6,0.1,0.1,0,8,0.0,54.5,14675,60601-2020-48,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,43,10/18/2020,10/24/2020,28.0,284.0,191.0,1935.3,578.0,8211,3939,55952.3,0.0,0.0,0,7,0.0,47.7,14675,60601-2020-43,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,38,09/13/2020,09/19/2020,8.0,201.0,54.0,1369.7,325.0,5653,2215,38521.3,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-38,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,53,12/27/2020,01/02/2021,25.0,740.0,170.0,5042.6,503.0,14943,3428,101826.2,0.1,0.1,0,10,0.0,68.1,14675,60601-2020-53,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,28,07/05/2020,07/11/2020,4.0,93.0,27.0,633.7,202.0,1438,1376,9799.0,0.0,0.1,0,5,0.0,34.1,14675,60601-2020-28,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,42,10/11/2020,10/17/2020,36.0,256.0,245.0,1744.5,764.0,7633,5206,52013.6,0.0,0.0,1,7,6.8,47.7,14675,60601-2020-42,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,25,06/14/2020,06/20/2020,5.0,82.0,34.0,558.8,118.0,899,804,6126.1,0.1,0.1,0,5,0.0,34.1,14675,60601-2020-25,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,4,01/24/2021,01/30/2021,11.0,835.0,75.0,5689.9,528.0,17329,3598,118085.2,0.0,0.1,0,11,0.0,75.0,14675,60601-2021-4,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,12,03/15/2020,03/21/2020,10.0,14.0,68.0,95.4,31.0,37,211,252.1,0.2,0.2,0,0,0.0,0.0,14675,60601-2020-12,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,29,07/12/2020,07/18/2020,6.0,99.0,41.0,674.6,199.0,1637,1356,11155.0,0.0,0.1,0,5,0.0,34.1,14675,60601-2020-29,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,34,08/16/2020,08/22/2020,7.0,134.0,48.0,913.1,346.0,2989,2358,20368.0,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-34,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,49,11/29/2020,12/05/2020,45.0,601.0,307.0,4095.4,694.0,12334,4729,84047.7,0.1,0.1,1,9,6.8,61.3,14675,60601-2020-49,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,17,04/19/2020,04/25/2020,7.0,43.0,48.0,293.0,35.0,198,238,1349.2,0.1,0.1,1,2,6.8,13.6,14675,60601-2020-17,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,37,09/06/2020,09/12/2020,32.0,193.0,218.0,1315.2,1430.0,5328,9744,36306.6,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-37,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,20,05/10/2020,05/16/2020,3.0,66.0,20.0,449.7,83.0,427,566,2909.7,0.0,0.1,0,4,0.0,27.3,14675,60601-2020-20,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,44,10/25/2020,10/31/2020,38.0,322.0,259.0,2194.2,572.0,8783,3898,59850.1,0.1,0.0,0,7,0.0,47.7,14675,60601-2020-44,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,13,03/22/2020,03/28/2020,9.0,23.0,61.0,156.7,36.0,73,245,497.4,0.2,0.2,0,0,0.0,0.0,14675,60601-2020-13,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,41,10/04/2020,10/10/2020,7.0,220.0,48.0,1499.1,433.0,6869,2951,46807.5,0.0,0.0,0,6,0.0,40.9,14675,60601-2020-41,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,3,01/17/2021,01/23/2021,16.0,824.0,109.0,5615.0,494.0,16801,3366,114487.2,0.0,0.1,0,11,0.0,75.0,14675,60601-2021-3,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,30,07/19/2020,07/25/2020,8.0,107.0,54.0,729.1,243.0,1880,1656,12810.9,0.0,0.1,0,5,0.0,34.1,14675,60601-2020-30,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,24,06/07/2020,06/13/2020,6.0,77.0,41.0,524.7,105.0,781,716,5322.0,0.0,0.1,0,5,0.0,34.1,14675,60601-2020-24,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,52,12/20/2020,12/26/2020,34.0,715.0,232.0,4872.2,606.0,14440,4130,98398.6,0.1,0.1,0,10,0.0,68.1,14675,60601-2020-52,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60601,45,11/01/2020,11/07/2020,58.0,380.0,395.0,2589.4,567.0,9350,3864,63713.8,0.1,0.0,0,7,0.0,47.7,14675,60601-2020-45,POINT (-87.622844 41.886262),2021-02-04,41,1994,29,1429,0.095,12,565,0.037000000000000005,15083,POINT (-87.622844 41.886262),60601-20210204,17496,11110,6739,"$499,900","$103,243",1.56,0.7055805581,7839,0.07515751575,835,0.06804680468,756,2454,82,12,233,5381,5729,32.60 years,32.60 years,32.60 years
60602,52,12/20/2020,12/26/2020,3.0,66.0,241.0,5305.5,57.0,1477,4582,118729.9,0.1,0.1,0,1,0.0,80.4,1244,60602-2020-52,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,29,07/12/2020,07/18/2020,0.0,17.0,0.0,1366.6,31.0,333,2492,26768.5,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-29,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,34,08/16/2020,08/22/2020,0.0,19.0,0.0,1527.3,35.0,513,2814,41237.9,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-34,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,3,01/17/2021,01/23/2021,0.0,75.0,0.0,6028.9,42.0,1676,3376,134726.7,0.0,0.1,0,1,0.0,80.4,1244,60602-2021-3,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,24,06/07/2020,06/13/2020,0.0,13.0,0.0,1045.0,26.0,185,2090,14871.4,0.1,0.1,0,0,0.0,0.0,1244,60602-2020-24,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,39,09/20/2020,09/26/2020,0.0,21.0,0.0,1688.1,42.0,718,3376,57717.0,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-39,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,20,05/10/2020,05/16/2020,3.0,11.0,241.0,884.2,19.0,91,1527,7315.1,0.2,0.2,0,0,0.0,0.0,1244,60602-2020-20,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,35,08/23/2020,08/29/2020,1.0,20.0,80.0,1607.7,46.0,559,3698,44935.7,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-35,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,46,11/08/2020,11/14/2020,4.0,46.0,322.0,3697.7,64.0,1109,5145,89147.9,0.1,0.1,0,0,0.0,0.0,1244,60602-2020-46,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
60602,47,11/15/2020,11/21/2020,6.0,52.0,482.0,4180.1,97.0,1206,7797,96945.3,0.1,0.1,0,0,0.0,0.0,1244,60602-2020-47,POINT (-87.628309 41.883136),2021-02-04,9,327,7,256,0.22399999999999998,2,71,0.062,1145,POINT (-87.628309 41.883136),60602-20210204,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
