,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population_x,Row ID,ZIP Code Location,Date,DosesDaily,DosesDailyCumulative,DoseDailtFirst,DoseDailyFirstCumulative,DoseDialyPopPercent,VacSDaily,VacSCumulative,VacSPopPercent,Population_y,ZipCoords,Row_ID,Current Population:,2010 Population:,Households per ZIP Code:,Average House Value:,Avg. Income Per Household:,Persons Per Household:,White Proportion,White Population:,Black Proportion,Black Population:,Hispanic Proportion,Hispanic Population:,Asian Population:,American Indian Population:,Hawaiian Population:,Other Population:,Male Population:,Female Population:,Median Age:,Male Median Age:,Female Median Age:
60623,45,11/01/2020,11/07/2020,522.0,6063.0,607.0,7051.7,2708.0,39252,3150,45653.0,0.2,0.2,4,168,4.7,195.4,85979,60623-2020-45,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60623,13,03/22/2020,03/28/2020,65.0,77.0,76.0,89.6,144.0,222,168,258.2,0.4,0.3,4,4,4.7,4.7,85979,60623-2020-13,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60623,23,05/31/2020,06/06/2020,91.0,3331.0,106.0,3874.2,704.0,9653,819,11227.2,0.2,0.3,9,130,10.5,151.2,85979,60623-2020-23,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60623,50,12/06/2020,12/12/2020,377.0,8317.0,438.0,9673.3,2634.0,53036,3064,61684.8,0.2,0.2,7,210,8.1,244.2,85979,60623-2020-50,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60623,28,07/05/2020,07/11/2020,44.0,3626.0,51.0,4217.3,940.0,14699,1093,17096.0,0.1,0.2,2,150,2.3,174.5,85979,60623-2020-28,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60623,2,01/10/2021,01/16/2021,192.0,9474.0,223.0,11019.0,1959.0,62975,2278,73244.6,0.1,0.2,2,227,2.3,264.0,85979,60623-2021-2,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60623,18,04/26/2020,05/02/2020,679.0,1704.0,790.0,1981.9,1277.0,3399,1485,3953.3,0.5,0.4,17,55,19.8,64.0,85979,60623-2020-18,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60623,19,05/03/2020,05/09/2020,542.0,2246.0,630.0,2612.3,1389.0,4788,1616,5568.8,0.4,0.4,17,72,19.8,83.7,85979,60623-2020-19,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60623,40,09/27/2020,10/03/2020,115.0,4584.0,134.0,5331.5,1549.0,29195,1802,33956.0,0.1,0.2,2,162,2.3,188.4,85979,60623-2020-40,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60623,51,12/13/2020,12/19/2020,314.0,8631.0,365.0,10038.5,2352.0,55388,2736,64420.4,0.2,0.2,3,213,3.5,247.7,85979,60623-2020-51,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60623,36,08/30/2020,09/05/2020,65.0,4246.0,76.0,4938.4,1143.0,24318,1329,28283.7,0.1,0.2,0,157,0.0,182.6,85979,60623-2020-36,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60623,47,11/15/2020,11/21/2020,464.0,7111.0,540.0,8270.6,2949.0,45188,3430,52557.0,0.2,0.2,9,185,10.5,215.2,85979,60623-2020-47,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60623,46,11/08/2020,11/14/2020,584.0,6647.0,679.0,7731.0,2987.0,42239,3474,49127.1,0.2,0.2,8,176,9.3,204.7,85979,60623-2020-46,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60623,32,08/02/2020,08/08/2020,66.0,3900.0,77.0,4536.0,1081.0,19110,1257,22226.4,0.1,0.2,0,155,0.0,180.3,85979,60623-2020-32,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60623,14,03/29/2020,04/04/2020,104.0,181.0,121.0,210.5,213.0,435,248,505.9,0.4,0.4,5,9,5.8,10.5,85979,60623-2020-14,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60623,22,05/24/2020,05/30/2020,205.0,3240.0,238.0,3768.4,1223.0,8949,1422,10408.4,0.2,0.4,9,121,10.5,140.7,85979,60623-2020-22,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60623,39,09/20/2020,09/26/2020,95.0,4469.0,110.0,5197.8,1280.0,27646,1489,32154.4,0.1,0.2,2,160,2.3,186.1,85979,60623-2020-39,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60623,1,01/03/2021,01/09/2021,266.0,9282.0,309.0,10795.7,2270.0,61016,2640,70966.2,0.1,0.2,5,225,5.8,261.7,85979,60623-2021-1,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60623,35,08/23/2020,08/29/2020,108.0,4181.0,126.0,4862.8,1463.0,23175,1702,26954.3,0.1,0.2,0,157,0.0,182.6,85979,60623-2020-35,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60623,26,06/21/2020,06/27/2020,71.0,3524.0,83.0,4098.7,1025.0,12633,1192,14693.1,0.1,0.3,5,147,5.8,171.0,85979,60623-2020-26,POINT (-87.717446 41.850321),2021-02-04,192,3731,160,3088,0.038,32,643,0.008,81283,POINT (-87.717446 41.850321),60623-20210204,64695,92108,25738,"$155,900","$31,634",3.56,0.3310787337,30495,0.34080644460000004,31391,0.6453076823,59438,283,1307,85,30933,46188,45920,27.70 years,27.10 years,28.30 years
60624,48,11/22/2020,11/28/2020,108.0,2017.0,299.0,5578.3,814.0,19789,2251,54729.2,0.1,0.1,5,42,13.8,116.2,36158,60624-2020-48,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,26,06/21/2020,06/27/2020,22.0,918.0,61.0,2538.9,445.0,5029,1231,13908.4,0.1,0.2,1,28,2.8,77.4,36158,60624-2020-26,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,37,09/06/2020,09/12/2020,13.0,1191.0,36.0,3293.9,477.0,11149,1319,30834.1,0.0,0.1,0,29,0.0,80.2,36158,60624-2020-37,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,16,04/12/2020,04/18/2020,92.0,336.0,254.0,929.3,265.0,879,733,2431.0,0.3,0.3,2,9,5.5,24.9,36158,60624-2020-16,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,31,07/26/2020,08/01/2020,20.0,1043.0,55.0,2884.6,524.0,7641,1449,21132.3,0.0,0.1,0,29,0.0,80.2,36158,60624-2020-31,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,22,05/24/2020,05/30/2020,55.0,836.0,152.0,2312.1,459.0,3415,1269,9444.7,0.1,0.2,2,24,5.5,66.4,36158,60624-2020-22,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,1,01/03/2021,01/09/2021,69.0,2566.0,191.0,7096.6,921.0,25114,2547,69456.3,0.1,0.1,1,59,2.8,163.2,36158,60624-2021-1,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,49,11/29/2020,12/05/2020,137.0,2154.0,379.0,5957.2,1179.0,20968,3261,57989.9,0.1,0.1,4,46,11.1,127.2,36158,60624-2020-49,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,41,10/04/2020,10/10/2020,22.0,1284.0,61.0,3551.1,576.0,13356,1593,36937.9,0.1,0.1,0,31,0.0,85.7,36158,60624-2020-41,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,27,06/28/2020,07/04/2020,27.0,945.0,75.0,2613.5,384.0,5413,1062,14970.4,0.1,0.2,0,28,0.0,77.4,36158,60624-2020-27,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,4,01/24/2021,01/30/2021,25.0,2705.0,69.0,7481.1,876.0,27898,2423,77155.8,0.0,0.1,2,62,5.5,171.5,36158,60624-2021-4,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,21,05/17/2020,05/23/2020,107.0,781.0,296.0,2160.0,558.0,2956,1543,8175.2,0.2,0.2,2,22,5.5,60.8,36158,60624-2020-21,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,32,08/02/2020,08/08/2020,17.0,1060.0,47.0,2931.6,520.0,8161,1438,22570.4,0.0,0.1,0,29,0.0,80.2,36158,60624-2020-32,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,36,08/30/2020,09/05/2020,31.0,1178.0,86.0,3257.9,655.0,10672,1812,29514.9,0.0,0.1,0,29,0.0,80.2,36158,60624-2020-36,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,17,04/19/2020,04/25/2020,85.0,421.0,235.0,1164.3,314.0,1193,868,3299.4,0.3,0.3,6,15,16.6,41.5,36158,60624-2020-17,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,53,12/27/2020,01/02/2021,68.0,2497.0,188.0,6905.8,687.0,24193,1900,66909.1,0.1,0.1,1,58,2.8,160.4,36158,60624-2020-53,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,18,04/26/2020,05/02/2020,92.0,513.0,254.0,1418.8,391.0,1584,1081,4380.8,0.2,0.3,1,16,2.8,44.3,36158,60624-2020-18,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,40,09/27/2020,10/03/2020,18.0,1262.0,50.0,3490.2,561.0,12780,1552,35344.9,0.0,0.1,0,31,0.0,85.7,36158,60624-2020-40,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,13,03/22/2020,03/28/2020,57.0,76.0,158.0,210.2,132.0,229,365,633.3,0.4,0.3,0,0,0.0,0.0,36158,60624-2020-13,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,50,12/06/2020,12/12/2020,112.0,2266.0,310.0,6266.9,998.0,21966,2760,60750.0,0.1,0.1,5,51,13.8,141.0,36158,60624-2020-50,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,28,07/05/2020,07/11/2020,32.0,977.0,88.0,2702.0,612.0,6025,1693,16663.0,0.1,0.2,0,28,0.0,77.4,36158,60624-2020-28,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,45,11/01/2020,11/07/2020,119.0,1581.0,329.0,4372.5,990.0,16604,2738,45920.7,0.1,0.1,0,35,0.0,96.8,36158,60624-2020-45,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,25,06/14/2020,06/20/2020,22.0,896.0,61.0,2478.0,415.0,4584,1148,12677.7,0.1,0.2,3,27,8.3,74.7,36158,60624-2020-25,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,43,10/18/2020,10/24/2020,57.0,1381.0,158.0,3819.3,717.0,14716,1983,40699.2,0.1,0.1,3,34,8.3,94.0,36158,60624-2020-43,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,12,03/15/2020,03/21/2020,18.0,19.0,50.0,52.5,87.0,97,241,268.3,0.2,0.2,0,0,0.0,0.0,36158,60624-2020-12,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,52,12/20/2020,12/26/2020,69.0,2429.0,191.0,6717.7,671.0,23506,1856,65009.1,0.1,0.1,2,57,5.5,157.6,36158,60624-2020-52,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,33,08/09/2020,08/15/2020,31.0,1091.0,86.0,3017.3,709.0,8870,1961,24531.2,0.0,0.1,0,29,0.0,80.2,36158,60624-2020-33,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,20,05/10/2020,05/16/2020,73.0,674.0,202.0,1864.0,400.0,2398,1106,6632.0,0.2,0.3,1,20,2.8,55.3,36158,60624-2020-20,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,35,08/23/2020,08/29/2020,22.0,1147.0,61.0,3172.2,601.0,10017,1662,27703.4,0.0,0.1,0,29,0.0,80.2,36158,60624-2020-35,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,29,07/12/2020,07/18/2020,23.0,1000.0,64.0,2765.6,582.0,6607,1610,18272.6,0.0,0.1,0,28,0.0,77.4,36158,60624-2020-29,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,3,01/17/2021,01/23/2021,45.0,2680.0,124.0,7411.9,994.0,27022,2749,74733.1,0.1,0.1,0,60,0.0,165.9,36158,60624-2021-3,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,34,08/16/2020,08/22/2020,34.0,1125.0,94.0,3111.3,546.0,9416,1510,26041.3,0.1,0.1,0,29,0.0,80.2,36158,60624-2020-34,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,24,06/07/2020,06/13/2020,13.0,874.0,36.0,2417.2,418.0,4169,1156,11530.0,0.0,0.2,0,24,0.0,66.4,36158,60624-2020-24,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,39,09/20/2020,09/26/2020,25.0,1244.0,69.0,3440.5,514.0,12219,1422,33793.4,0.1,0.1,1,31,2.8,85.7,36158,60624-2020-39,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,14,03/29/2020,04/04/2020,91.0,167.0,252.0,461.9,176.0,405,487,1120.1,0.4,0.4,3,3,8.3,8.3,36158,60624-2020-14,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
60624,46,11/08/2020,11/14/2020,170.0,1751.0,470.0,4842.6,1077.0,17681,2979,48899.3,0.2,0.1,2,37,5.5,102.3,36158,60624-2020-46,POINT (-87.722735 41.879417),2021-02-04,55,1390,48,1171,0.034,7,219,0.006,34892,POINT (-87.722735 41.879417),60624-20210204,34224,38105,12701,"$164,500","$22,992",2.94,0.02787035822,1062,0.9626820627,36683,0.03044219919,1160,97,212,30,502,17668,20437,30.80 years,28.20 years,32.90 years
