,Date,DosesDaily,DosesDailyCumulative,DoseDailtFirst,DoseDailyFirstCumulative,DoseDialyPopPercent,VacSDaily,VacSCumulative,VacSPopPercent,Population,ZipCoords,Row_ID,Current Population:,2010 Population:,Households per ZIP Code:,Average House Value:,Avg. Income Per Household:,Persons Per Household:,White Proportion,White Population:,Black Proportion,Black Population:,Hispanic Proportion,Hispanic Population:,Asian Population:,American Indian Population:,Hawaiian Population:,Other Population:,Male Population:,Female Population:,Median Age:,Male Median Age:,Female Median Age:
341,2021-01-06,77,1769,52,1722,0.059000000000000004,25,47,0.002,29293,POINT (-87.652727 41.876104),60607-20210106,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
342,2020-12-22,161,844,161,844,0.028999999999999998,0,0,0.0,29293,POINT (-87.652727 41.876104),60607-20201222,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
343,2020-12-18,244,349,244,349,0.012,0,0,0.0,29293,POINT (-87.652727 41.876104),60607-20201218,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
344,2020-12-31,61,1409,61,1409,0.048,0,0,0.0,29293,POINT (-87.652727 41.876104),60607-20201231,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
345,2020-12-26,13,1008,13,1008,0.034,0,0,0.0,29293,POINT (-87.652727 41.876104),60607-20201226,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
346,2020-12-21,142,683,142,683,0.023,0,0,0.0,29293,POINT (-87.652727 41.876104),60607-20201221,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
347,2021-01-05,86,1692,74,1670,0.057,12,22,0.001,29293,POINT (-87.652727 41.876104),60607-20210105,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
348,2020-12-25,0,995,0,995,0.034,0,0,0.0,29293,POINT (-87.652727 41.876104),60607-20201225,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
349,2020-12-15,1,1,1,1,0.0,0,0,0.0,29293,POINT (-87.652727 41.876104),60607-20201215,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
350,2020-12-27,0,1008,0,1008,0.034,0,0,0.0,29293,POINT (-87.652727 41.876104),60607-20201227,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
351,2021-01-01,1,1410,1,1410,0.048,0,0,0.0,29293,POINT (-87.652727 41.876104),60607-20210101,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
352,2021-01-08,276,2258,71,1884,0.064,205,374,0.013000000000000001,29293,POINT (-87.652727 41.876104),60607-20210108,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
353,2020-12-20,31,541,31,541,0.018000000000000002,0,0,0.0,29293,POINT (-87.652727 41.876104),60607-20201220,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
354,2021-01-04,159,1606,150,1596,0.054000000000000006,9,10,0.0,29293,POINT (-87.652727 41.876104),60607-20210104,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
355,2020-12-24,43,995,43,995,0.034,0,0,0.0,29293,POINT (-87.652727 41.876104),60607-20201224,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
356,2020-12-28,52,1060,52,1060,0.036000000000000004,0,0,0.0,29293,POINT (-87.652727 41.876104),60607-20201228,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
357,2021-01-02,23,1433,23,1433,0.049,0,0,0.0,29293,POINT (-87.652727 41.876104),60607-20210102,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
358,2020-12-16,4,5,4,5,0.0,0,0,0.0,29293,POINT (-87.652727 41.876104),60607-20201216,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
359,2021-01-07,213,1982,91,1813,0.062,122,169,0.006,29293,POINT (-87.652727 41.876104),60607-20210107,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
360,2020-12-23,108,952,108,952,0.032,0,0,0.0,29293,POINT (-87.652727 41.876104),60607-20201223,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
361,2021-01-03,14,1447,13,1446,0.049,1,1,0.0,29293,POINT (-87.652727 41.876104),60607-20210103,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
362,2020-12-19,161,510,161,510,0.017,0,0,0.0,29293,POINT (-87.652727 41.876104),60607-20201219,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
363,2020-12-29,117,1177,117,1177,0.04,0,0,0.0,29293,POINT (-87.652727 41.876104),60607-20201229,32898,23897,11497,"$376,800","$93,508",1.87,0.6286981629,15024,0.1718625769,4107,0.07452818345,1781,4664,139,46,625,12148,11749,30.50 years,30.80 years,30.10 years
364,2021-01-21,320,3307,255,2526,0.032,65,781,0.01,80059,POINT (-87.670366 41.849879),60608-20210121,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
365,2021-01-22,245,3552,233,2759,0.034,12,793,0.01,80059,POINT (-87.670366 41.849879),60608-20210122,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
366,2021-01-23,140,3692,133,2892,0.036000000000000004,7,800,0.01,80059,POINT (-87.670366 41.849879),60608-20210123,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
367,2021-01-24,35,3727,33,2925,0.037000000000000005,2,802,0.01,80059,POINT (-87.670366 41.849879),60608-20210124,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
368,2021-01-25,223,3950,154,3079,0.038,69,871,0.011000000000000001,80059,POINT (-87.670366 41.849879),60608-20210125,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
369,2021-01-26,195,4145,143,3222,0.04,52,923,0.012,80059,POINT (-87.670366 41.849879),60608-20210126,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
370,2021-01-27,307,4452,255,3477,0.043,52,975,0.012,80059,POINT (-87.670366 41.849879),60608-20210127,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
371,2021-01-28,295,4747,241,3718,0.046,54,1029,0.013000000000000001,80059,POINT (-87.670366 41.849879),60608-20210128,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
372,2021-01-29,355,5102,296,4014,0.05,59,1088,0.013999999999999999,80059,POINT (-87.670366 41.849879),60608-20210129,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
373,2021-01-30,228,5330,190,4204,0.053,38,1126,0.013999999999999999,80059,POINT (-87.670366 41.849879),60608-20210130,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
374,2021-01-31,34,5364,30,4234,0.053,4,1130,0.013999999999999999,80059,POINT (-87.670366 41.849879),60608-20210131,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
375,2021-02-01,231,5595,202,4436,0.055,29,1159,0.013999999999999999,80059,POINT (-87.670366 41.849879),60608-20210201,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
376,2021-02-02,320,5915,250,4686,0.059000000000000004,70,1229,0.015,80059,POINT (-87.670366 41.849879),60608-20210202,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
377,2021-02-03,417,6332,346,5032,0.063,71,1300,0.016,80059,POINT (-87.670366 41.849879),60608-20210203,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
378,2021-02-04,220,6552,166,5198,0.065,54,1354,0.017,80059,POINT (-87.670366 41.849879),60608-20210204,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
379,2020-12-23,76,532,76,532,0.006999999999999999,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20201223,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
380,2020-12-19,72,225,72,225,0.003,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20201219,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
381,2021-01-20,304,2987,216,2271,0.027999999999999997,88,716,0.009000000000000001,80059,POINT (-87.670366 41.849879),60608-20210120,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
382,2021-01-01,0,910,0,910,0.011000000000000001,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20210101,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
383,2021-01-05,68,1099,64,1089,0.013999999999999999,4,10,0.0,80059,POINT (-87.670366 41.849879),60608-20210105,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
384,2020-12-31,67,910,67,910,0.011000000000000001,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20201231,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
385,2020-12-26,6,571,6,571,0.006999999999999999,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20201226,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
386,2021-01-12,184,2024,94,1606,0.02,90,418,0.005,80059,POINT (-87.670366 41.849879),60608-20210112,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
387,2021-01-08,187,1467,88,1298,0.016,99,169,0.002,80059,POINT (-87.670366 41.849879),60608-20210108,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
388,2020-12-22,114,456,114,456,0.006,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20201222,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
389,2021-01-13,160,2184,90,1696,0.021,70,488,0.006,80059,POINT (-87.670366 41.849879),60608-20210113,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
390,2021-01-19,138,2683,74,2055,0.026000000000000002,64,628,0.008,80059,POINT (-87.670366 41.849879),60608-20210119,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
391,2020-12-18,118,153,118,153,0.002,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20201218,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
392,2021-01-04,97,1031,91,1025,0.013000000000000001,6,6,0.0,80059,POINT (-87.670366 41.849879),60608-20210104,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
393,2020-12-27,0,571,0,571,0.006999999999999999,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20201227,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
394,2021-01-09,155,1622,93,1391,0.017,62,231,0.003,80059,POINT (-87.670366 41.849879),60608-20210109,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
395,2021-01-14,121,2305,97,1793,0.022000000000000002,24,512,0.006,80059,POINT (-87.670366 41.849879),60608-20210114,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
396,2021-01-07,110,1280,63,1210,0.015,47,70,0.001,80059,POINT (-87.670366 41.849879),60608-20210107,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
397,2020-12-17,35,35,35,35,0.0,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20201217,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
398,2020-12-28,35,606,35,606,0.008,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20201228,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
399,2020-12-21,98,342,98,342,0.004,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20201221,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
400,2021-01-03,10,934,10,934,0.012,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20210103,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
401,2021-01-18,85,2545,49,1981,0.025,36,564,0.006999999999999999,80059,POINT (-87.670366 41.849879),60608-20210118,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
402,2021-01-15,88,2393,80,1873,0.023,8,520,0.006,80059,POINT (-87.670366 41.849879),60608-20210115,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
403,2021-01-10,98,1720,87,1478,0.018000000000000002,11,242,0.003,80059,POINT (-87.670366 41.849879),60608-20210110,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
404,2020-12-29,96,702,96,702,0.009000000000000001,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20201229,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
405,2020-12-24,32,564,32,564,0.006999999999999999,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20201224,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
406,2020-12-16,0,0,0,0,0.0,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20201216,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
407,2021-01-02,14,924,14,924,0.012,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20210102,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
408,2021-01-17,13,2460,10,1932,0.024,3,528,0.006999999999999999,80059,POINT (-87.670366 41.849879),60608-20210117,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
409,2021-01-16,54,2447,49,1922,0.024,5,525,0.006999999999999999,80059,POINT (-87.670366 41.849879),60608-20210116,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
410,2020-12-25,1,565,1,565,0.006999999999999999,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20201225,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
411,2020-12-20,19,244,19,244,0.003,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20201220,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
412,2021-01-06,71,1170,58,1147,0.013999999999999999,13,23,0.0,80059,POINT (-87.670366 41.849879),60608-20210106,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
413,2020-12-15,0,0,0,0,0.0,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20201215,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
414,2020-12-30,141,843,141,843,0.011000000000000001,0,0,0.0,80059,POINT (-87.670366 41.849879),60608-20201230,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
415,2021-01-11,120,1840,34,1512,0.019,86,328,0.004,80059,POINT (-87.670366 41.849879),60608-20210111,62772,82739,25196,"$252,200","$44,043",2.83,0.4326980022,35801,0.1898379241,15707,0.5594580548,46289,7804,1197,110,24701,46367,36372,30.80 years,30.60 years,31.00 years
416,2021-01-18,52,1104,32,898,0.015,20,206,0.003,60939,POINT (-87.653382 41.812017),60609-20210118,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
417,2021-01-19,61,1165,38,936,0.015,23,229,0.004,60939,POINT (-87.653382 41.812017),60609-20210119,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
418,2021-01-20,95,1260,67,1003,0.016,28,257,0.004,60939,POINT (-87.653382 41.812017),60609-20210120,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
419,2021-01-21,126,1386,104,1107,0.018000000000000002,22,279,0.005,60939,POINT (-87.653382 41.812017),60609-20210121,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
420,2021-01-22,109,1495,106,1213,0.02,3,282,0.005,60939,POINT (-87.653382 41.812017),60609-20210122,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
421,2021-01-23,81,1576,76,1289,0.021,5,287,0.005,60939,POINT (-87.653382 41.812017),60609-20210123,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
422,2021-01-24,22,1598,20,1309,0.021,2,289,0.005,60939,POINT (-87.653382 41.812017),60609-20210124,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
423,2021-01-25,97,1695,78,1387,0.023,19,308,0.005,60939,POINT (-87.653382 41.812017),60609-20210125,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
424,2021-01-26,112,1807,82,1469,0.024,30,338,0.006,60939,POINT (-87.653382 41.812017),60609-20210126,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
425,2021-01-27,135,1942,113,1582,0.026000000000000002,22,360,0.006,60939,POINT (-87.653382 41.812017),60609-20210127,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
426,2021-01-28,177,2119,152,1734,0.027999999999999997,25,385,0.006,60939,POINT (-87.653382 41.812017),60609-20210128,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
427,2021-01-29,227,2346,204,1938,0.032,23,408,0.006999999999999999,60939,POINT (-87.653382 41.812017),60609-20210129,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
428,2021-01-31,21,2455,19,2031,0.033,2,424,0.006999999999999999,60939,POINT (-87.653382 41.812017),60609-20210131,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
429,2021-02-01,108,2563,92,2123,0.035,16,440,0.006999999999999999,60939,POINT (-87.653382 41.812017),60609-20210201,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
430,2021-02-02,139,2702,104,2227,0.037000000000000005,35,475,0.008,60939,POINT (-87.653382 41.812017),60609-20210202,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
431,2021-02-03,272,2974,160,2387,0.039,112,587,0.01,60939,POINT (-87.653382 41.812017),60609-20210203,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
432,2021-02-04,116,3090,96,2483,0.040999999999999995,20,607,0.01,60939,POINT (-87.653382 41.812017),60609-20210204,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
433,2021-01-13,58,882,31,719,0.012,27,163,0.003,60939,POINT (-87.653382 41.812017),60609-20210113,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
434,2021-01-02,5,340,5,340,0.006,0,0,0.0,60939,POINT (-87.653382 41.812017),60609-20210102,54066,64906,20119,"$172,000","$35,179",3.21,0.3839090377,24918,0.2969679228,19275,0.5313684405,34489,2587,785,71,19158,32356,32550,29.10 years,28.50 years,29.90 years
