,Date,DosesDaily,DosesDailyCumulative,DoseDailtFirst,DoseDailyFirstCumulative,DoseDialyPopPercent,VacSDaily,VacSCumulative,VacSPopPercent,Population,ZipCoords,Row_ID,Current Population:,2010 Population:,Households per ZIP Code:,Average House Value:,Avg. Income Per Household:,Persons Per Household:,White Proportion,White Population:,Black Proportion,Black Population:,Hispanic Proportion,Hispanic Population:,Asian Population:,American Indian Population:,Hawaiian Population:,Other Population:,Male Population:,Female Population:,Median Age:,Male Median Age:,Female Median Age:
95,2021-01-11,5,84,0,64,0.055999999999999994,5,20,0.017,1145,POINT (-87.628309 41.883136),60602-20210111,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
96,2020-12-19,5,13,5,13,0.011000000000000001,0,0,0.0,1145,POINT (-87.628309 41.883136),60602-20201219,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
97,2020-12-29,5,39,5,39,0.034,0,0,0.0,1145,POINT (-87.628309 41.883136),60602-20201229,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
98,2021-01-03,3,47,3,47,0.040999999999999995,0,0,0.0,1145,POINT (-87.628309 41.883136),60602-20210103,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
99,2020-12-22,4,24,4,24,0.021,0,0,0.0,1145,POINT (-87.628309 41.883136),60602-20201222,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
100,2021-01-10,2,79,1,64,0.055999999999999994,1,15,0.013000000000000001,1145,POINT (-87.628309 41.883136),60602-20210110,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
101,2020-12-26,0,30,0,30,0.026000000000000002,0,0,0.0,1145,POINT (-87.628309 41.883136),60602-20201226,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
102,2021-01-06,3,61,3,60,0.052000000000000005,0,1,0.001,1145,POINT (-87.628309 41.883136),60602-20210106,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
103,2020-12-15,0,0,0,0,0.0,0,0,0.0,1145,POINT (-87.628309 41.883136),60602-20201215,1411,1204,569,$0,"$157,125",1.69,0.7350498339,885,0.1220930233,147,0.0780730897,94,177,12,2,21,582,622,29.80 years,32.50 years,28.00 years
104,2020-12-15,0,0,0,0,0.0,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20201215,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
105,2020-12-16,0,0,0,0,0.0,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20201216,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
106,2020-12-17,8,8,8,8,0.008,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20201217,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
107,2020-12-18,6,14,6,14,0.013000000000000001,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20201218,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
108,2020-12-19,4,18,4,18,0.017,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20201219,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
109,2020-12-20,5,23,5,23,0.022000000000000002,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20201220,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
110,2020-12-21,5,28,5,28,0.027000000000000003,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20201221,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
111,2020-12-22,7,35,7,35,0.033,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20201222,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
112,2020-12-23,0,35,0,35,0.033,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20201223,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
113,2020-12-24,1,36,1,36,0.034,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20201224,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
114,2020-12-25,0,36,0,36,0.034,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20201225,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
115,2020-12-26,0,36,0,36,0.034,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20201226,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
116,2020-12-27,0,36,0,36,0.034,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20201227,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
117,2020-12-28,1,37,1,37,0.035,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20201228,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
118,2020-12-29,2,39,2,39,0.037000000000000005,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20201229,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
119,2020-12-30,3,42,3,42,0.04,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20201230,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
120,2020-12-31,1,43,1,43,0.040999999999999995,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20201231,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
121,2021-01-01,0,43,0,43,0.040999999999999995,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20210101,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
122,2021-01-02,0,43,0,43,0.040999999999999995,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20210102,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
123,2021-01-03,0,43,0,43,0.040999999999999995,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20210103,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
124,2021-01-04,2,45,2,45,0.043,0,0,0.0,1052,POINT (-87.625473 41.880112),60603-20210104,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
125,2021-01-05,3,48,2,47,0.045,1,1,0.001,1052,POINT (-87.625473 41.880112),60603-20210105,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
126,2021-01-06,1,49,1,48,0.046,0,1,0.001,1052,POINT (-87.625473 41.880112),60603-20210106,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
127,2021-01-07,11,60,1,49,0.047,10,11,0.01,1052,POINT (-87.625473 41.880112),60603-20210107,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
128,2021-01-08,9,69,2,51,0.048,7,18,0.017,1052,POINT (-87.625473 41.880112),60603-20210108,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
129,2021-01-09,42,111,37,88,0.084,5,23,0.022000000000000002,1052,POINT (-87.625473 41.880112),60603-20210109,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
130,2021-01-10,3,114,1,89,0.085,2,25,0.024,1052,POINT (-87.625473 41.880112),60603-20210110,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
131,2021-01-11,1,115,0,89,0.085,1,26,0.025,1052,POINT (-87.625473 41.880112),60603-20210111,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
132,2021-01-12,7,122,1,90,0.086,6,32,0.03,1052,POINT (-87.625473 41.880112),60603-20210112,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
133,2021-01-13,2,124,2,92,0.087,0,32,0.03,1052,POINT (-87.625473 41.880112),60603-20210113,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
134,2021-01-14,5,129,4,96,0.091,1,33,0.031,1052,POINT (-87.625473 41.880112),60603-20210114,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
135,2021-01-15,11,140,11,107,0.102,0,33,0.031,1052,POINT (-87.625473 41.880112),60603-20210115,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
136,2021-01-16,34,174,34,141,0.134,0,33,0.031,1052,POINT (-87.625473 41.880112),60603-20210116,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
137,2021-01-17,2,176,2,143,0.136,0,33,0.031,1052,POINT (-87.625473 41.880112),60603-20210117,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
138,2021-01-18,3,179,3,146,0.139,0,33,0.031,1052,POINT (-87.625473 41.880112),60603-20210118,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
139,2021-01-19,0,179,0,146,0.139,0,33,0.031,1052,POINT (-87.625473 41.880112),60603-20210119,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
140,2021-01-20,9,188,9,155,0.147,0,33,0.031,1052,POINT (-87.625473 41.880112),60603-20210120,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
141,2021-01-21,12,200,9,164,0.156,3,36,0.034,1052,POINT (-87.625473 41.880112),60603-20210121,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
142,2021-01-22,23,223,23,187,0.17800000000000002,0,36,0.034,1052,POINT (-87.625473 41.880112),60603-20210122,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
143,2021-01-23,8,231,8,195,0.185,0,36,0.034,1052,POINT (-87.625473 41.880112),60603-20210123,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
144,2021-01-24,2,233,1,196,0.18600000000000003,1,37,0.035,1052,POINT (-87.625473 41.880112),60603-20210124,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
145,2021-01-25,4,237,3,199,0.18899999999999997,1,38,0.036000000000000004,1052,POINT (-87.625473 41.880112),60603-20210125,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
146,2021-01-26,6,243,4,203,0.193,2,40,0.038,1052,POINT (-87.625473 41.880112),60603-20210126,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
147,2021-01-27,68,311,68,271,0.258,0,40,0.038,1052,POINT (-87.625473 41.880112),60603-20210127,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
148,2021-01-28,8,319,6,277,0.263,2,42,0.04,1052,POINT (-87.625473 41.880112),60603-20210128,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
149,2021-01-29,7,326,6,283,0.26899999999999996,1,43,0.040999999999999995,1052,POINT (-87.625473 41.880112),60603-20210129,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
150,2021-01-30,9,335,8,291,0.27699999999999997,1,44,0.042,1052,POINT (-87.625473 41.880112),60603-20210130,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
151,2021-01-31,0,335,0,291,0.27699999999999997,0,44,0.042,1052,POINT (-87.625473 41.880112),60603-20210131,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
152,2021-02-01,3,338,2,293,0.27899999999999997,1,45,0.043,1052,POINT (-87.625473 41.880112),60603-20210201,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
153,2021-02-02,9,347,5,298,0.28300000000000003,4,49,0.047,1052,POINT (-87.625473 41.880112),60603-20210202,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
154,2021-02-03,18,365,17,315,0.299,1,50,0.048,1052,POINT (-87.625473 41.880112),60603-20210203,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
155,2021-02-04,6,371,3,318,0.302,3,53,0.05,1052,POINT (-87.625473 41.880112),60603-20210204,1628,493,187,"$676,900","$151,765",1.64,0.7322515213,361,0.03853955375,19,0.05882352941,29,110,0,2,12,181,312,24.60 years,30.50 years,22.80 years
156,2020-12-15,0,0,0,0,0.0,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20201215,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
157,2020-12-16,0,0,0,0,0.0,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20201216,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
158,2020-12-17,0,0,0,0,0.0,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20201217,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
159,2020-12-18,5,5,5,5,0.006,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20201218,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
160,2020-12-19,0,5,0,5,0.006,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20201219,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
161,2020-12-20,0,5,0,5,0.006,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20201220,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
162,2020-12-21,0,5,0,5,0.006,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20201221,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
163,2020-12-22,0,5,0,5,0.006,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20201222,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
164,2020-12-23,1,6,1,6,0.006999999999999999,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20201223,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
165,2020-12-24,1,7,1,7,0.009000000000000001,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20201224,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
166,2020-12-25,0,7,0,7,0.009000000000000001,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20201225,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
167,2020-12-26,0,7,0,7,0.009000000000000001,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20201226,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
168,2020-12-27,0,7,0,7,0.009000000000000001,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20201227,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
169,2020-12-28,1,8,1,8,0.01,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20201228,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
170,2020-12-29,1,9,1,9,0.011000000000000001,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20201229,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
171,2020-12-30,1,10,1,10,0.012,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20201230,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
172,2020-12-31,1,11,1,11,0.013000000000000001,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20201231,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
173,2021-01-01,0,11,0,11,0.013000000000000001,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20210101,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
174,2021-01-02,0,11,0,11,0.013000000000000001,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20210102,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
175,2021-01-03,0,11,0,11,0.013000000000000001,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20210103,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
176,2021-01-04,1,12,1,12,0.015,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20210104,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
177,2021-01-05,2,14,2,14,0.017,0,0,0.0,823,POINT (-87.629029 41.878153),60604-20210105,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
178,2021-01-07,3,18,1,16,0.019,2,2,0.002,823,POINT (-87.629029 41.878153),60604-20210107,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
179,2021-01-08,4,22,2,18,0.022000000000000002,2,4,0.005,823,POINT (-87.629029 41.878153),60604-20210108,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
180,2021-01-09,2,24,1,19,0.023,1,5,0.006,823,POINT (-87.629029 41.878153),60604-20210109,995,570,358,"$480,000","$116,250",1.59,0.7789473684,444,0.08947368421,51,0.07192982456,41,79,4,0,5,279,291,32.10 years,32.50 years,31.60 years
