Zip Code,Date,Total Doses - Daily,Total Doses - Cumulative,1st Dose - Daily,1st Dose - Cumulative,1st Dose - Percent Population,Vaccine Series Completed - Daily,Vaccine Series Completed - Cumulative,Vaccine Series Completed  - Percent Population,Population,ZIP Code Location,Row_ID
60611,01/29/2021,352,8175,322,5586,0.168,30,2589,0.078,33224,POINT (-87.620291 41.894734),60611-20210129
60611,01/30/2021,90,8265,68,5654,0.17,22,2611,0.079,33224,POINT (-87.620291 41.894734),60611-20210130
60611,01/31/2021,36,8301,26,5680,0.171,10,2621,0.079,33224,POINT (-87.620291 41.894734),60611-20210131
60611,02/01/2021,95,8396,69,5749,0.173,26,2647,0.08,33224,POINT (-87.620291 41.894734),60611-20210201
60611,02/02/2021,259,8655,114,5863,0.176,145,2792,0.084,33224,POINT (-87.620291 41.894734),60611-20210202
60611,02/03/2021,151,8806,114,5977,0.18,37,2829,0.085,33224,POINT (-87.620291 41.894734),60611-20210203
60612,01/18/2021,37,1964,19,1434,0.043,18,530,0.016,33735,POINT (-87.687011 41.88004),60612-20210118
60612,01/19/2021,127,2091,46,1480,0.044,81,611,0.018,33735,POINT (-87.687011 41.88004),60612-20210119
60612,01/20/2021,217,2308,128,1608,0.048,89,700,0.021,33735,POINT (-87.687011 41.88004),60612-20210120
60612,01/21/2021,231,2539,184,1792,0.053,47,747,0.022,33735,POINT (-87.687011 41.88004),60612-20210121
60612,01/22/2021,115,2654,92,1884,0.056,23,770,0.023,33735,POINT (-87.687011 41.88004),60612-20210122
60612,01/23/2021,43,2697,39,1923,0.057,4,774,0.023,33735,POINT (-87.687011 41.88004),60612-20210123
60612,01/24/2021,5,2702,5,1928,0.057,0,774,0.023,33735,POINT (-87.687011 41.88004),60612-20210124
60612,01/25/2021,129,2831,51,1979,0.059,78,852,0.025,33735,POINT (-87.687011 41.88004),60612-20210125
60612,01/26/2021,102,2933,52,2031,0.06,50,902,0.027,33735,POINT (-87.687011 41.88004),60612-20210126
60612,01/27/2021,160,3093,126,2157,0.064,34,936,0.028,33735,POINT (-87.687011 41.88004),60612-20210127
60612,01/28/2021,176,3269,129,2286,0.068,47,983,0.029,33735,POINT (-87.687011 41.88004),60612-20210128
60612,01/30/2021,57,3493,46,2467,0.073,11,1026,0.03,33735,POINT (-87.687011 41.88004),60612-20210130
60612,01/31/2021,43,3536,37,2504,0.074,6,1032,0.031,33735,POINT (-87.687011 41.88004),60612-20210131
60612,02/01/2021,93,3629,77,2581,0.077,16,1048,0.031,33735,POINT (-87.687011 41.88004),60612-20210201
60612,02/02/2021,153,3782,96,2677,0.079,57,1105,0.033,33735,POINT (-87.687011 41.88004),60612-20210202
60612,02/03/2021,182,3964,115,2792,0.083,67,1172,0.035,33735,POINT (-87.687011 41.88004),60612-20210203
60613,01/16/2021,70,3251,57,2451,0.048,13,800,0.016,50761,POINT (-87.661343 41.953742),60613-20210116
60613,01/17/2021,39,3290,22,2473,0.049,17,817,0.016,50761,POINT (-87.661343 41.953742),60613-20210117
60613,01/18/2021,123,3413,58,2531,0.05,65,882,0.017,50761,POINT (-87.661343 41.953742),60613-20210118
60613,01/19/2021,146,3559,78,2609,0.051,68,950,0.019,50761,POINT (-87.661343 41.953742),60613-20210119
60613,01/20/2021,186,3745,115,2724,0.054,71,1021,0.02,50761,POINT (-87.661343 41.953742),60613-20210120
60613,01/21/2021,245,3990,203,2927,0.058,42,1063,0.021,50761,POINT (-87.661343 41.953742),60613-20210121
60613,01/22/2021,239,4229,213,3140,0.062,26,1089,0.021,50761,POINT (-87.661343 41.953742),60613-20210122
60613,01/23/2021,116,4345,108,3248,0.064,8,1097,0.022,50761,POINT (-87.661343 41.953742),60613-20210123
60613,01/24/2021,46,4391,41,3289,0.065,5,1102,0.022,50761,POINT (-87.661343 41.953742),60613-20210124
60613,01/25/2021,196,4587,152,3441,0.068,44,1146,0.023,50761,POINT (-87.661343 41.953742),60613-20210125
60613,01/26/2021,375,4962,240,3681,0.073,135,1281,0.025,50761,POINT (-87.661343 41.953742),60613-20210126
60613,01/27/2021,220,5182,160,3841,0.076,60,1341,0.026,50761,POINT (-87.661343 41.953742),60613-20210127
60613,01/28/2021,262,5444,214,4055,0.08,48,1389,0.027,50761,POINT (-87.661343 41.953742),60613-20210128
60613,01/29/2021,254,5698,222,4277,0.084,32,1421,0.028,50761,POINT (-87.661343 41.953742),60613-20210129
60613,01/30/2021,132,5830,103,4380,0.086,29,1450,0.029,50761,POINT (-87.661343 41.953742),60613-20210130
60613,01/31/2021,63,5893,54,4434,0.087,9,1459,0.029,50761,POINT (-87.661343 41.953742),60613-20210131
60613,02/01/2021,164,6057,108,4542,0.089,56,1515,0.03,50761,POINT (-87.661343 41.953742),60613-20210201
60613,02/02/2021,249,6306,133,4675,0.092,116,1631,0.032,50761,POINT (-87.661343 41.953742),60613-20210202
60613,02/03/2021,198,6504,141,4816,0.095,57,1688,0.033,50761,POINT (-87.661343 41.953742),60613-20210203
60614,01/16/2021,92,4540,70,3253,0.045,22,1287,0.018,71954,POINT (-87.652064 41.922605),60614-20210116
60614,01/17/2021,55,4595,31,3284,0.046,24,1311,0.018,71954,POINT (-87.652064 41.922605),60614-20210117
60614,01/18/2021,285,4880,212,3496,0.049,73,1384,0.019,71954,POINT (-87.652064 41.922605),60614-20210118
60614,01/19/2021,284,5164,178,3674,0.051,106,1490,0.021,71954,POINT (-87.652064 41.922605),60614-20210119
60614,01/20/2021,248,5412,162,3836,0.053,86,1576,0.022,71954,POINT (-87.652064 41.922605),60614-20210120
60614,01/21/2021,364,5776,306,4142,0.058,58,1634,0.023,71954,POINT (-87.652064 41.922605),60614-20210121
60614,01/22/2021,423,6199,383,4525,0.063,40,1674,0.023,71954,POINT (-87.652064 41.922605),60614-20210122
60614,01/23/2021,156,6355,137,4662,0.065,19,1693,0.024,71954,POINT (-87.652064 41.922605),60614-20210123
60614,01/24/2021,70,6425,64,4726,0.066,6,1699,0.024,71954,POINT (-87.652064 41.922605),60614-20210124
60614,01/25/2021,337,6762,266,4992,0.069,71,1770,0.025,71954,POINT (-87.652064 41.922605),60614-20210125
60614,01/26/2021,410,7172,223,5215,0.072,187,1957,0.027,71954,POINT (-87.652064 41.922605),60614-20210126
60614,01/27/2021,301,7473,239,5454,0.076,62,2019,0.028,71954,POINT (-87.652064 41.922605),60614-20210127
60614,01/28/2021,388,7861,330,5784,0.08,58,2077,0.029,71954,POINT (-87.652064 41.922605),60614-20210128
60614,01/29/2021,409,8270,372,6156,0.086,37,2114,0.029,71954,POINT (-87.652064 41.922605),60614-20210129
60614,01/30/2021,162,8432,124,6280,0.087,38,2152,0.03,71954,POINT (-87.652064 41.922605),60614-20210130
60614,01/31/2021,77,8509,63,6343,0.088,14,2166,0.03,71954,POINT (-87.652064 41.922605),60614-20210131
60614,02/01/2021,195,8704,139,6482,0.09,56,2222,0.031,71954,POINT (-87.652064 41.922605),60614-20210201
60614,02/02/2021,313,9017,186,6668,0.093,127,2349,0.033,71954,POINT (-87.652064 41.922605),60614-20210202
60614,02/03/2021,284,9301,212,6880,0.096,72,2421,0.034,71954,POINT (-87.652064 41.922605),60614-20210203
60615,01/16/2021,128,2699,33,1983,0.049,95,716,0.018,40590,POINT (-87.602725 41.801993),60615-20210116
60615,01/17/2021,82,2781,14,1997,0.049,68,784,0.019,40590,POINT (-87.602725 41.801993),60615-20210117
60615,01/18/2021,263,3044,197,2194,0.054,66,850,0.021,40590,POINT (-87.602725 41.801993),60615-20210118
60615,01/19/2021,245,3289,180,2374,0.058,65,915,0.023,40590,POINT (-87.602725 41.801993),60615-20210119
60615,01/20/2021,278,3567,160,2534,0.062,118,1033,0.025,40590,POINT (-87.602725 41.801993),60615-20210120
60615,01/21/2021,436,4003,335,2869,0.071,101,1134,0.028,40590,POINT (-87.602725 41.801993),60615-20210121
60615,01/22/2021,336,4339,256,3125,0.077,80,1214,0.03,40590,POINT (-87.602725 41.801993),60615-20210122
60615,01/23/2021,206,4545,120,3245,0.08,86,1300,0.032,40590,POINT (-87.602725 41.801993),60615-20210123
60615,01/24/2021,77,4622,75,3320,0.082,2,1302,0.032,40590,POINT (-87.602725 41.801993),60615-20210124
60615,01/25/2021,187,4809,107,3427,0.084,80,1382,0.034,40590,POINT (-87.602725 41.801993),60615-20210125
60615,01/26/2021,156,4965,110,3537,0.087,46,1428,0.035,40590,POINT (-87.602725 41.801993),60615-20210126
60615,01/27/2021,199,5164,159,3696,0.091,40,1468,0.036,40590,POINT (-87.602725 41.801993),60615-20210127
60615,01/28/2021,220,5384,168,3864,0.095,52,1520,0.037,40590,POINT (-87.602725 41.801993),60615-20210128
60615,01/29/2021,264,5648,218,4082,0.101,46,1566,0.039,40590,POINT (-87.602725 41.801993),60615-20210129
60615,01/30/2021,110,5758,84,4166,0.103,26,1592,0.039,40590,POINT (-87.602725 41.801993),60615-20210130
60615,01/31/2021,99,5857,98,4264,0.105,1,1593,0.039,40590,POINT (-87.602725 41.801993),60615-20210131
60615,02/01/2021,109,5966,73,4337,0.107,36,1629,0.04,40590,POINT (-87.602725 41.801993),60615-20210201
60615,02/02/2021,145,6111,89,4426,0.109,56,1685,0.042,40590,POINT (-87.602725 41.801993),60615-20210202
60615,02/03/2021,143,6254,109,4535,0.112,34,1719,0.042,40590,POINT (-87.602725 41.801993),60615-20210203
60616,01/16/2021,55,2453,36,1810,0.033,19,643,0.012,54197,POINT (-87.629531 41.844869),60616-20210116
60616,01/17/2021,18,2471,8,1818,0.034,10,653,0.012,54197,POINT (-87.629531 41.844869),60616-20210117
60616,01/18/2021,70,2541,30,1848,0.034,40,693,0.013,54197,POINT (-87.629531 41.844869),60616-20210118
60616,01/19/2021,120,2661,65,1913,0.035,55,748,0.014,54197,POINT (-87.629531 41.844869),60616-20210119
60616,01/20/2021,151,2812,91,2004,0.037,60,808,0.015,54197,POINT (-87.629531 41.844869),60616-20210120
60616,01/21/2021,195,3007,161,2165,0.04,34,842,0.016,54197,POINT (-87.629531 41.844869),60616-20210121
60616,01/22/2021,222,3229,196,2361,0.044,26,868,0.016,54197,POINT (-87.629531 41.844869),60616-20210122
60616,01/23/2021,112,3341,101,2462,0.045,11,879,0.016,54197,POINT (-87.629531 41.844869),60616-20210123
60616,01/24/2021,21,3362,19,2481,0.046,2,881,0.016,54197,POINT (-87.629531 41.844869),60616-20210124
60616,01/25/2021,129,3491,89,2570,0.047,40,921,0.017,54197,POINT (-87.629531 41.844869),60616-20210125
60616,01/26/2021,196,3687,132,2702,0.05,64,985,0.018,54197,POINT (-87.629531 41.844869),60616-20210126
60616,01/27/2021,230,3917,201,2903,0.054,29,1014,0.019,54197,POINT (-87.629531 41.844869),60616-20210127
60616,01/28/2021,326,4243,275,3178,0.059,51,1065,0.02,54197,POINT (-87.629531 41.844869),60616-20210128
60616,01/29/2021,253,4496,231,3409,0.063,22,1087,0.02,54197,POINT (-87.629531 41.844869),60616-20210129
60616,01/30/2021,158,4654,135,3544,0.065,23,1110,0.02,54197,POINT (-87.629531 41.844869),60616-20210130
60616,01/31/2021,26,4680,23,3567,0.066,3,1113,0.021,54197,POINT (-87.629531 41.844869),60616-20210131
60616,02/01/2021,131,4811,92,3659,0.068,39,1152,0.021,54197,POINT (-87.629531 41.844869),60616-20210201
60616,02/02/2021,303,5114,194,3853,0.071,109,1261,0.023,54197,POINT (-87.629531 41.844869),60616-20210202
60616,02/03/2021,251,5365,204,4057,0.075,47,1308,0.024,54197,POINT (-87.629531 41.844869),60616-20210203
60617,01/17/2021,5,1113,4,916,0.011,1,197,0.002,83553,POINT (-87.556897 41.721257),60617-20210117
60617,01/18/2021,59,1172,47,963,0.012,12,209,0.003,83553,POINT (-87.556897 41.721257),60617-20210118
60617,01/19/2021,126,1298,93,1056,0.013,33,242,0.003,83553,POINT (-87.556897 41.721257),60617-20210119
60617,01/20/2021,146,1444,113,1169,0.014,33,275,0.003,83553,POINT (-87.556897 41.721257),60617-20210120
60617,01/21/2021,259,1703,236,1405,0.017,23,298,0.004,83553,POINT (-87.556897 41.721257),60617-20210121
60617,01/22/2021,227,1930,206,1611,0.019,21,319,0.004,83553,POINT (-87.556897 41.721257),60617-20210122
60617,01/23/2021,116,2046,115,1726,0.021,1,320,0.004,83553,POINT (-87.556897 41.721257),60617-20210123
60617,01/24/2021,43,2089,43,1769,0.021,0,320,0.004,83553,POINT (-87.556897 41.721257),60617-20210124
60617,01/25/2021,122,2211,93,1862,0.022,29,349,0.004,83553,POINT (-87.556897 41.721257),60617-20210125
60617,01/27/2021,280,2674,251,2248,0.027,29,426,0.005,83553,POINT (-87.556897 41.721257),60617-20210127
60617,01/28/2021,285,2959,263,2511,0.03,22,448,0.005,83553,POINT (-87.556897 41.721257),60617-20210128
60617,01/29/2021,358,3317,337,2848,0.034,21,469,0.006,83553,POINT (-87.556897 41.721257),60617-20210129
60617,01/30/2021,148,3465,139,2987,0.036,9,478,0.006,83553,POINT (-87.556897 41.721257),60617-20210130
60617,01/31/2021,26,3491,23,3010,0.036,3,481,0.006,83553,POINT (-87.556897 41.721257),60617-20210131
60617,02/01/2021,118,3609,106,3116,0.037,12,493,0.006,83553,POINT (-87.556897 41.721257),60617-20210201
60617,02/02/2021,195,3804,144,3260,0.039,51,544,0.007,83553,POINT (-87.556897 41.721257),60617-20210202
60617,02/03/2021,257,4061,224,3484,0.042,33,577,0.007,83553,POINT (-87.556897 41.721257),60617-20210203
60618,01/18/2021,125,3849,64,2866,0.03,61,983,0.01,94907,POINT (-87.703343 41.946699),60618-20210118
60618,01/19/2021,183,4032,88,2954,0.031,95,1078,0.011,94907,POINT (-87.703343 41.946699),60618-20210119
60618,01/20/2021,295,4327,182,3136,0.033,113,1191,0.013,94907,POINT (-87.703343 41.946699),60618-20210120
60618,01/21/2021,313,4640,240,3376,0.036,73,1264,0.013,94907,POINT (-87.703343 41.946699),60618-20210121
60618,01/22/2021,289,4929,258,3634,0.038,31,1295,0.014,94907,POINT (-87.703343 41.946699),60618-20210122
60618,01/23/2021,134,5063,119,3753,0.04,15,1310,0.014,94907,POINT (-87.703343 41.946699),60618-20210123
60618,01/24/2021,53,5116,50,3803,0.04,3,1313,0.014,94907,POINT (-87.703343 41.946699),60618-20210124
60618,01/25/2021,278,5394,215,4018,0.042,63,1376,0.014,94907,POINT (-87.703343 41.946699),60618-20210125
60618,01/26/2021,335,5729,238,4256,0.045,97,1473,0.016,94907,POINT (-87.703343 41.946699),60618-20210126
60618,01/27/2021,350,6079,269,4525,0.048,81,1554,0.016,94907,POINT (-87.703343 41.946699),60618-20210127
60618,01/28/2021,463,6542,392,4917,0.052,71,1625,0.017,94907,POINT (-87.703343 41.946699),60618-20210128
60618,01/29/2021,337,6879,290,5207,0.055,47,1672,0.018,94907,POINT (-87.703343 41.946699),60618-20210129
60618,01/30/2021,201,7080,150,5357,0.056,51,1723,0.018,94907,POINT (-87.703343 41.946699),60618-20210130
60618,01/31/2021,94,7174,77,5434,0.057,17,1740,0.018,94907,POINT (-87.703343 41.946699),60618-20210131
60618,02/01/2021,253,7427,171,5605,0.059,82,1822,0.019,94907,POINT (-87.703343 41.946699),60618-20210201
60618,02/02/2021,386,7813,254,5859,0.062,132,1954,0.021,94907,POINT (-87.703343 41.946699),60618-20210202
60618,02/03/2021,399,8212,300,6159,0.065,99,2053,0.022,94907,POINT (-87.703343 41.946699),60618-20210203
60619,01/16/2021,25,892,24,783,0.013,1,109,0.002,61207,POINT (-87.60569 41.744737),60619-20210116
60619,01/17/2021,6,898,3,786,0.013,3,112,0.002,61207,POINT (-87.60569 41.744737),60619-20210117
60619,01/18/2021,49,947,37,823,0.013,12,124,0.002,61207,POINT (-87.60569 41.744737),60619-20210118
60619,01/19/2021,108,1055,85,908,0.015,23,147,0.002,61207,POINT (-87.60569 41.744737),60619-20210119
60619,01/20/2021,121,1176,89,997,0.016,32,179,0.003,61207,POINT (-87.60569 41.744737),60619-20210120
60619,01/21/2021,180,1356,150,1147,0.019,30,209,0.003,61207,POINT (-87.60569 41.744737),60619-20210121
60619,01/22/2021,260,1616,251,1398,0.023,9,218,0.004,61207,POINT (-87.60569 41.744737),60619-20210122
60619,01/23/2021,100,1716,97,1495,0.024,3,221,0.004,61207,POINT (-87.60569 41.744737),60619-20210123
60619,01/24/2021,30,1746,28,1523,0.025,2,223,0.004,61207,POINT (-87.60569 41.744737),60619-20210124
60619,01/25/2021,138,1884,120,1643,0.027,18,241,0.004,61207,POINT (-87.60569 41.744737),60619-20210125
60619,01/26/2021,155,2039,123,1766,0.029,32,273,0.004,61207,POINT (-87.60569 41.744737),60619-20210126
60619,01/27/2021,190,2229,167,1933,0.032,23,296,0.005,61207,POINT (-87.60569 41.744737),60619-20210127
60619,01/28/2021,211,2440,193,2126,0.035,18,314,0.005,61207,POINT (-87.60569 41.744737),60619-20210128
60619,01/29/2021,291,2731,270,2396,0.039,21,335,0.005,61207,POINT (-87.60569 41.744737),60619-20210129
60619,01/30/2021,108,2839,96,2492,0.041,12,347,0.006,61207,POINT (-87.60569 41.744737),60619-20210130
60619,01/31/2021,15,2854,14,2506,0.041,1,348,0.006,61207,POINT (-87.60569 41.744737),60619-20210131
60619,02/01/2021,139,2993,114,2620,0.043,25,373,0.006,61207,POINT (-87.60569 41.744737),60619-20210201
60619,02/02/2021,146,3139,112,2732,0.045,34,407,0.007,61207,POINT (-87.60569 41.744737),60619-20210202
60619,02/03/2021,217,3356,180,2912,0.048,37,444,0.007,61207,POINT (-87.60569 41.744737),60619-20210203
60620,01/21/2021,124,1198,104,992,0.015,20,206,0.003,67711,POINT (-87.651656 41.740873),60620-20210121
60620,01/22/2021,96,1294,87,1079,0.016,9,215,0.003,67711,POINT (-87.651656 41.740873),60620-20210122
60620,01/23/2021,63,1357,58,1137,0.017,5,220,0.003,67711,POINT (-87.651656 41.740873),60620-20210123
60620,01/24/2021,27,1384,27,1164,0.017,0,220,0.003,67711,POINT (-87.651656 41.740873),60620-20210124
60620,01/25/2021,104,1488,83,1247,0.018,21,241,0.004,67711,POINT (-87.651656 41.740873),60620-20210125
60620,01/26/2021,112,1600,80,1327,0.02,32,273,0.004,67711,POINT (-87.651656 41.740873),60620-20210126
60620,01/27/2021,130,1730,106,1433,0.021,24,297,0.004,67711,POINT (-87.651656 41.740873),60620-20210127
60620,01/28/2021,159,1889,137,1570,0.023,22,319,0.005,67711,POINT (-87.651656 41.740873),60620-20210128
60620,01/29/2021,209,2098,177,1747,0.026,32,351,0.005,67711,POINT (-87.651656 41.740873),60620-20210129
60620,01/30/2021,94,2192,80,1827,0.027,14,365,0.005,67711,POINT (-87.651656 41.740873),60620-20210130
60620,01/31/2021,13,2205,13,1840,0.027,0,365,0.005,67711,POINT (-87.651656 41.740873),60620-20210131
60620,02/01/2021,129,2334,114,1954,0.029,15,380,0.006,67711,POINT (-87.651656 41.740873),60620-20210201
60620,02/02/2021,139,2473,113,2067,0.031,26,406,0.006,67711,POINT (-87.651656 41.740873),60620-20210202
60620,02/03/2021,313,2786,198,2265,0.033,115,521,0.008,67711,POINT (-87.651656 41.740873),60620-20210203
60621,01/22/2021,34,483,31,433,0.015,3,50,0.002,28018,POINT (-87.638812 41.776931),60621-20210122
60621,01/23/2021,19,502,19,452,0.016,0,50,0.002,28018,POINT (-87.638812 41.776931),60621-20210123
60621,01/24/2021,3,505,3,455,0.016,0,50,0.002,28018,POINT (-87.638812 41.776931),60621-20210124
60621,01/25/2021,103,608,94,549,0.02,9,59,0.002,28018,POINT (-87.638812 41.776931),60621-20210125
60621,01/26/2021,34,642,22,571,0.02,12,71,0.003,28018,POINT (-87.638812 41.776931),60621-20210126
60621,01/27/2021,124,766,83,654,0.023,41,112,0.004,28018,POINT (-87.638812 41.776931),60621-20210127
60621,01/28/2021,47,813,40,694,0.025,7,119,0.004,28018,POINT (-87.638812 41.776931),60621-20210128
60621,01/29/2021,149,962,95,789,0.028,54,173,0.006,28018,POINT (-87.638812 41.776931),60621-20210129
60621,01/30/2021,17,979,15,804,0.029,2,175,0.006,28018,POINT (-87.638812 41.776931),60621-20210130
60621,01/31/2021,0,979,0,804,0.029,0,175,0.006,28018,POINT (-87.638812 41.776931),60621-20210131
60621,02/01/2021,24,1003,21,825,0.029,3,178,0.006,28018,POINT (-87.638812 41.776931),60621-20210201
60621,02/02/2021,29,1032,19,844,0.03,10,188,0.007,28018,POINT (-87.638812 41.776931),60621-20210202
60621,02/03/2021,45,1077,37,881,0.031,8,196,0.007,28018,POINT (-87.638812 41.776931),60621-20210203
60622,01/06/2021,191,2571,171,2529,0.047,20,42,0.001,53294,POINT (-87.681818 41.902762),60622-20210106
60622,01/07/2021,274,2845,84,2613,0.049,190,232,0.004,53294,POINT (-87.681818 41.902762),60622-20210107
60622,01/08/2021,341,3186,67,2680,0.05,274,506,0.009,53294,POINT (-87.681818 41.902762),60622-20210108
60622,01/09/2021,245,3431,52,2732,0.051,193,699,0.013,53294,POINT (-87.681818 41.902762),60622-20210109
60622,01/10/2021,54,3485,16,2748,0.052,38,737,0.014,53294,POINT (-87.681818 41.902762),60622-20210110
60622,01/11/2021,301,3786,93,2841,0.053,208,945,0.018,53294,POINT (-87.681818 41.902762),60622-20210111
60622,01/12/2021,269,4055,109,2950,0.055,160,1105,0.021,53294,POINT (-87.681818 41.902762),60622-20210112
60622,01/13/2021,212,4267,96,3046,0.057,116,1221,0.023,53294,POINT (-87.681818 41.902762),60622-20210113
60622,01/14/2021,202,4469,164,3210,0.06,38,1259,0.024,53294,POINT (-87.681818 41.902762),60622-20210114
60622,01/15/2021,114,4583,105,3315,0.062,9,1268,0.024,53294,POINT (-87.681818 41.902762),60622-20210115
60622,01/16/2021,77,4660,71,3386,0.064,6,1274,0.024,53294,POINT (-87.681818 41.902762),60622-20210116
60622,01/17/2021,30,4690,14,3400,0.064,16,1290,0.024,53294,POINT (-87.681818 41.902762),60622-20210117
60622,01/18/2021,106,4796,58,3458,0.065,48,1338,0.025,53294,POINT (-87.681818 41.902762),60622-20210118
60622,01/19/2021,153,4949,62,3520,0.066,91,1429,0.027,53294,POINT (-87.681818 41.902762),60622-20210119
60622,01/20/2021,254,5203,144,3664,0.069,110,1539,0.029,53294,POINT (-87.681818 41.902762),60622-20210120
60622,01/21/2021,333,5536,256,3920,0.074,77,1616,0.03,53294,POINT (-87.681818 41.902762),60622-20210121
60622,01/22/2021,219,5755,182,4102,0.077,37,1653,0.031,53294,POINT (-87.681818 41.902762),60622-20210122
60622,01/23/2021,90,5845,85,4187,0.079,5,1658,0.031,53294,POINT (-87.681818 41.902762),60622-20210123
60622,01/24/2021,36,5881,34,4221,0.079,2,1660,0.031,53294,POINT (-87.681818 41.902762),60622-20210124
60622,01/25/2021,153,6034,87,4308,0.081,66,1726,0.032,53294,POINT (-87.681818 41.902762),60622-20210125
60622,01/26/2021,235,6269,119,4427,0.083,116,1842,0.035,53294,POINT (-87.681818 41.902762),60622-20210126
60622,01/27/2021,219,6488,149,4576,0.086,70,1912,0.036,53294,POINT (-87.681818 41.902762),60622-20210127
60622,01/28/2021,287,6775,213,4789,0.09,74,1986,0.037,53294,POINT (-87.681818 41.902762),60622-20210128
60622,01/29/2021,238,7013,170,4959,0.093,68,2054,0.039,53294,POINT (-87.681818 41.902762),60622-20210129
60622,01/30/2021,128,7141,91,5050,0.095,37,2091,0.039,53294,POINT (-87.681818 41.902762),60622-20210130
60622,01/31/2021,44,7185,34,5084,0.095,10,2101,0.039,53294,POINT (-87.681818 41.902762),60622-20210131
60622,02/01/2021,151,7336,117,5201,0.098,34,2135,0.04,53294,POINT (-87.681818 41.902762),60622-20210201
60622,02/02/2021,259,7595,157,5358,0.101,102,2237,0.042,53294,POINT (-87.681818 41.902762),60622-20210202
60622,02/03/2021,264,7859,161,5519,0.104,103,2340,0.044,53294,POINT (-87.681818 41.902762),60622-20210203
60623,01/22/2021,178,1660,173,1421,0.017,5,239,0.003,81283,POINT (-87.717446 41.850321),60623-20210122
60623,01/23/2021,70,1730,68,1489,0.018,2,241,0.003,81283,POINT (-87.717446 41.850321),60623-20210123
60623,01/24/2021,10,1740,8,1497,0.018,2,243,0.003,81283,POINT (-87.717446 41.850321),60623-20210124
60623,01/25/2021,114,1854,80,1577,0.019,34,277,0.003,81283,POINT (-87.717446 41.850321),60623-20210125
60623,01/26/2021,122,1976,103,1680,0.021,19,296,0.004,81283,POINT (-87.717446 41.850321),60623-20210126
60623,01/27/2021,249,2225,161,1841,0.023,88,384,0.005,81283,POINT (-87.717446 41.850321),60623-20210127
60623,01/28/2021,191,2416,149,1990,0.024,42,426,0.005,81283,POINT (-87.717446 41.850321),60623-20210128
60623,01/29/2021,218,2634,195,2185,0.027,23,449,0.006,81283,POINT (-87.717446 41.850321),60623-20210129
60623,01/30/2021,87,2721,72,2257,0.028,15,464,0.006,81283,POINT (-87.717446 41.850321),60623-20210130
60623,01/31/2021,11,2732,10,2267,0.028,1,465,0.006,81283,POINT (-87.717446 41.850321),60623-20210131
60623,02/01/2021,193,2925,171,2438,0.03,22,487,0.006,81283,POINT (-87.717446 41.850321),60623-20210201
60623,02/02/2021,217,3142,187,2625,0.032,30,517,0.006,81283,POINT (-87.717446 41.850321),60623-20210202
60623,02/03/2021,397,3539,303,2928,0.036,94,611,0.008,81283,POINT (-87.717446 41.850321),60623-20210203
60624,01/18/2021,5,434,5,381,0.011,0,53,0.002,34892,POINT (-87.722735 41.879417),60624-20210118
60624,01/19/2021,28,462,15,396,0.011,13,66,0.002,34892,POINT (-87.722735 41.879417),60624-20210119
60624,01/20/2021,59,521,46,442,0.013,13,79,0.002,34892,POINT (-87.722735 41.879417),60624-20210120
60624,01/21/2021,56,577,44,486,0.014,12,91,0.003,34892,POINT (-87.722735 41.879417),60624-20210121
60624,01/22/2021,45,622,41,527,0.015,4,95,0.003,34892,POINT (-87.722735 41.879417),60624-20210122
60624,01/23/2021,15,637,15,542,0.016,0,95,0.003,34892,POINT (-87.722735 41.879417),60624-20210123
60624,01/24/2021,3,640,2,544,0.016,1,96,0.003,34892,POINT (-87.722735 41.879417),60624-20210124
60624,01/25/2021,50,690,35,579,0.017,15,111,0.003,34892,POINT (-87.722735 41.879417),60624-20210125
60624,01/26/2021,41,731,27,606,0.017,14,125,0.004,34892,POINT (-87.722735 41.879417),60624-20210126
60624,01/27/2021,76,807,60,666,0.019,16,141,0.004,34892,POINT (-87.722735 41.879417),60624-20210127
60624,01/28/2021,76,883,64,730,0.021,12,153,0.004,34892,POINT (-87.722735 41.879417),60624-20210128
60624,01/29/2021,110,993,104,834,0.024,6,159,0.005,34892,POINT (-87.722735 41.879417),60624-20210129
60624,01/30/2021,28,1021,22,856,0.025,6,165,0.005,34892,POINT (-87.722735 41.879417),60624-20210130
60624,01/31/2021,6,1027,6,862,0.025,0,165,0.005,34892,POINT (-87.722735 41.879417),60624-20210131
60624,02/01/2021,117,1144,107,969,0.028,10,175,0.005,34892,POINT (-87.722735 41.879417),60624-20210201
60624,02/02/2021,90,1234,68,1037,0.03,22,197,0.006,34892,POINT (-87.722735 41.879417),60624-20210202
60624,02/03/2021,101,1335,86,1123,0.032,15,212,0.006,34892,POINT (-87.722735 41.879417),60624-20210203
60625,01/06/2021,175,1601,163,1582,0.02,12,19,0,79444,POINT (-87.701816 41.971155),60625-20210106
60625,01/07/2021,137,1738,71,1653,0.021,66,85,0.001,79444,POINT (-87.701816 41.971155),60625-20210107
60625,01/08/2021,232,1970,85,1738,0.022,147,232,0.003,79444,POINT (-87.701816 41.971155),60625-20210108
60625,01/09/2021,107,2077,44,1782,0.022,63,295,0.004,79444,POINT (-87.701816 41.971155),60625-20210109
60625,01/10/2021,20,2097,12,1794,0.023,8,303,0.004,79444,POINT (-87.701816 41.971155),60625-20210110
